uniprot,symbol,entrez
Q9UM54,MYO6,4646
Q8N4S9,MARVELD2,153562
Q9NQW8,CNGB3,54714
Q96PU4,UHRF2,115426
P41002,CCNF,899
Q6PCT2,FBXL19,54620
Q8NHM5,KDM2B,84678
Q9UJT9,FBXL7,23194
Q9UKT7,FBXL3,26224
Q14573,ITPR3,3710
Q5VZM2,RRAGB,10325
Q6IAA8,LAMTOR1,55004
Q9Y2Q5,LAMTOR2,28956
Q0VGL1,LAMTOR4,389541
O43504,LAMTOR5,10542
Q8NBW4,SLC38A9,153129
O95990,FAM107A,11170
Q8N668,COMMD1,150684
Q96EP0,RNF31,55072
Q15025,TNIP1,10318
Q96CV9,OPTN,10133
Q13133,NR1H3,10062
P55055,NR1H2,7376
O75925,PIAS1,8554
Q15466,NR0B2,8431
Q07820,MCL1,4170
P46100,ATRX,546
P35968,KDR,3791
Q86YT6,MIB1,57534
Q9HCM4,EPB41L5,57669
O00548,DLL1,28514
Q99962,SH3GL2,6456
Q99961,SH3GL1,6455
Q99963,SH3GL3,6457
Q969P5,FBXO32,114907
Q9NS91,RAD18,56852
Q9UNE7,STUB1,10273
P14625,HSP90B1,7184
Q6PJF5,RHBDF2,79651
Q13404,UBE2V1,7335
P07550,ADRB2,154
P32927,CSF2RB,1439
Q6ZUT3,FRMD7,90167
Q03135,CAV1,857
Q14644,RASA3,22821
Q6PCD5,RFWD3,55159
P15927,RPA2,6118
P78317,RNF4,6047
Q9ULW0,TPX2,22974
Q7Z569,BRAP,8315
Q13617,CUL2,8453
P09936,UCHL1,7345
Q15365,PCBP1,5093
Q14139,UBE4A,9354
Q9H4P4,RNF41,10193
Q8TAA9,VANGL1,81839
P28347,TEAD1,7003
P08237,PFKM,5213
P46937,YAP1,10413
Q9GZV5,WWTR1,25937
P43243,MATR3,9782
Q8NAP3,ZBTB38,253461
Q99814,EPAS1,2034
P10275,AR,367
Q9NYY3,PLK2,10769
Q9UGI8,TES,26136
P11388,TOP2A,7153
Q8WWY3,PRPF31,26121
P55769,NHP2L1,4809
Q96AQ7,CIDEC,63924
Q15649,ZNHIT3,9326
Q9UHK0,NUFIP1,26747
Q9Y265,RUVBL1,8607
O14893,GEMIN2,8487
Q9UHI6,DDX20,11218
P57678,GEMIN4,50628
Q8WXD5,GEMIN6,79833
Q9NXK8,FBXL12,54850
O75970,MPDZ,8777
P28335,HTR2C,3358
Q9Y5Q3,MAFB,9935
Q5JTW2,CEP78,84131
Q92630,DYRK2,8445
Q16623,STX1A,6804
Q14721,KCNB1,3745
Q00534,CDK6,1021
Q92466,DDB2,1643
Q13216,ERCC8,1161
Q14872,MTF1,4520
P54252,ATXN3,4287
P19838,NFKB1,4790
Q9UMX0,UBQLN1,29979
Q8IX03,WWC1,23286
Q4VCS5,AMOT,154796
Q8IY63,AMOTL1,154810
Q9Y2J4,AMOTL2,51421
Q9H4B6,SAV1,60485
Q93008,USP9X,8239
P49715,CEBPA,1050
P48357,LEPR,3953
O14654,IRS4,8471
P40818,USP8,9101
Q8N1B4,VPS52,6293
Q99608,NDN,4692
P20333,TNFRSF1B,7133
P01375,TNF,7124
Q13905,RAPGEF1,2889
Q96EZ8,MCRS1,10445
O15392,BIRC5,332
Q9NR28,DIABLO,56616
P05549,TFAP2A,7020
P04156|F7VJQ1,PRNP,5621
Q13546,RIPK1,8737
P34931,HSPA1L,3305
Q9UKV5,AMFR,267
P35368,ADRA1B,147
P35348,ADRA1A,148
P25098,ADRBK1,156
P49798,RGS4,5999
Q12879,GRIN2A,2903
Q05586,GRIN1,2902
P51668,UBE2D1,7321
P51965,UBE2E1,7324
Q7Z434,MAVS,57506
Q562E7,WDR81,124997
Q9H3F6,KCTD10,83892
P35613,BSG,682
Q06587,RING1,6015
-,MUC5AC,4586
P16144,ITGB4,3691
Q8NFZ5,TNIP2,79155
Q8NA75,DCAF4L2,138009
Q14524,SCN5A,6331
-,LINC00598,646982
Q92560,BAP1,8314
P60900,PSMA6,5687
Q8IZL9,CDK20,23552
P12755,SKI,6497
Q14247,CTTN,2017
O43683,BUB1,699
Q9ULK5,VANGL2,57216
P46060,RANGAP1,5905
Q86WV1,SKAP1,8631
O94763,URI1,8725
Q13263,TRIM28,10155
Q8TEB1,DCAF11,80344
Q9UBF6,RNF7,9616
O95071,UBR5,51366
Q9ULT8,HECTD1,25831
Q9Y6X2,PIAS3,10401
Q9P0U3,SENP1,29843
O00308,WWP2,11060
Q9H0M0,WWP1,11059
P10909,CLU,1191
O00303,EIF3F,8665
Q13049,TRIM32,22954
Q969Q1,TRIM63,84676
Q8TEB7,RNF128,79589
Q01151,CD83,9308
P10242,MYB,4602
O14867,BACH1,571
O14980,XPO1,7514
Q96NY9,MUS81,80198
Q16531,DDB1,1642
O95155,UBE4B,10277
P98170,XIAP,331
P20700,LMNB1,4001
P63104,YWHAZ,7534
P10644,PRKAR1A,5573
Q92831,KAT2B,8850
Q6P3S6,FBXO42,54455
Q9Y2E6,DTX4,23220
Q9H3D4,TP63,8626
P18847,ATF3,467
O75436,VPS26A,9559
P05981,HPN,3249
Q16584,MAP3K11,4296
Q5TCX8,KIAA1804,84451
P17676,CEBPB,1051
Q13393,PLD1,5337
Q8WVY7,UBLCP1,134510
O95696,BRD1,23774
Q9UBQ0,VPS29,51699
P28223,HTR2A,3356
Q13200,PSMD2,5708
P35998,PSMC2,5701
Q9BRP4,PAAF1,80227
P28070,PSMB4,5692
P54727,RAD23B,5887
O00487,PSMD14,10213
Q9H5I1,SUV39H2,79723
P43364,MAGEA11,4110
Q96QK1,VPS35,55737
Q13155,AIMP2,7965
Q9UKE5,TNIK,23043
O60563,CCNT1,904
O94992,HEXIM1,10614
Q9BYF1,ACE2,59272
-,DLEU2,8847
Q5D1E8,ZC3H12A,80149
Q5XUX0,FBXO31,79791
Q9UK80,USP21,27005
Q9H1Z8,C2orf40,84417
O95319,CELF2,10659
P07910,HNRNPC,3183
Q9P2R3,ANKFY1,51479
Q8N2K1,UBE2J2,118424
P08235,NR3C2,4306
Q6ZVD8,PHLPP2,23035
Q5VIR6,VPS53,55275
Q13114,TRAF3,7187
Q15233,NONO,4841
Q9Y4E1,FAM21C,253725
P34998,CRHR1,1394
O60291,MGRN1,23295
Q8IWA4,MFN1,55669
O95140,MFN2,9927
P04233,CD74,972
Q92934,BAD,572
Q01094,E2F1,1869
O94776,MTA2,9219
Q9H3M7,TXNIP,10628
P28329,CHAT,1103
-,VWFP1,7451
A1A4S6,ARHGAP10,79658
P62330,ARF6,382
Q15027,ACAP1,9744
O75398,DEAF1,10522
Q02447,SP3,6670
P08047,SP1,6667
P36952,SERPINB5,5268
P21266,GSTM3,2947
O75150,RNF40,9810
Q9P2H5,USP35,57558
P31645,SLC6A4,6532
Q9Y4L5,RNF115,27246
P08107,HSPA1A,3303
Q05513,PRKCZ,5590
Q8IVD9,NUDCD3,23386
P31948,STIP1,10963
Q8NEE6,FBXL13,222235
P62753,RPS6,6194
Q9UN86,G3BP2,9908
P55854,SUMO3,6612
P16104,H2AFX,3014
Q9BYX4,IFIH1,64135
Q9UL19,RARRES3,5920
Q5XPI4,RNF123,63891
Q13325,IFIT5,24138
Q92793,CREBBP,1387
P62937,PPIA,5478
Q15554,TERF2,7014
P06748,NPM1,4869
Q13233,MAP3K1,4214
Q01959,SLC6A3,6531
Q9NY64,SLC2A8,29988
Q9NZC7,WWOX,51741
Q9H7D7,WDR26,80232
P31751,AKT2,208
P42338,PIK3CB,5291
Q14CW9,ATXN7L3,56970
P05091,ALDH2,217
Q9NTG7,SIRT3,23410
Q96GX2,ATXN7L3B,552889
Q9NPA8,ENY2,56943
P37088,SCNN1A,6337
P10244,MYBL2,4605
Q58WW2,DCAF6,55827
P34932,HSPA4,3308
Q86X55,CARM1,10498
Q99828,CIB1,10519
P54132,BLM,641
P09958,FURIN,5045
P42768,WAS,7454
Q9NRI5,DISC1,27185
Q92945,KHSRP,8570
-,MIRLET7A3,406883
Q96RG2,PASK,23178
O60331,PIP5K1C,23396
Q9NXL9,MCM9,254394
Q9UJA3,MCM8,84515
Q92878,RAD50,10111
Q86UX7,FERMT3,83706
Q8WXS3,BAALC,79870
O43474,KLF4,9314
P52701,MSH6,2956
O00165,HAX1,10456
Q13936,CACNA1C,775
Q9Y6J6,KCNE2,9992
Q86WV6,TMEM173,340061
Q969V5,MUL1,79594
O75317,USP12,219333
Q9ULZ3,PYCARD,29108
Q9UMW8,USP18,11274
Q460N5,PARP14,54625
O75367,H2AFY,9555
Q53GL7,PARP10,84875
P46940,IQGAP1,8826
Q13576,IQGAP2,10788
Q86VI3,IQGAP3,128239
P0C2W1,FBXO45,200933
Q13625,TP53BP2,7159
Q8TEW0,PARD3,56288
Q9UM13,ANAPC10,10393
P52948,NUP98,4928
P78406,RAE1,8480
-,ERVK-6,64006
Q8TDX7,NEK7,140609
P54274,TERF1,7013
Q9UKT5,FBXO4,26272
Q9BSI4,TINF2,26277
P46734,MAP2K3,5606
Q14676,MDC1,9656
Q13480,GAB1,2549
P49918,CDKN1C,1028
P09067,HOXB5,3215
P54646,PRKAA2,5563
O14929,HAT1,8520
Q16576,RBBP7,5931
P31946,YWHAB,7529
P26678,PLN,5350
Q09013,DMPK,1760
Q9BTP7,C19orf40,91442
Q9Y4R8,TELO2,9894
Q8NCN4,RNF169,254225
O60885,BRD4,23476
O43791,SPOP,8405
P11308,ERG,2078
Q17R98,ZNF827,152485
Q8WXI9,GATAD2B,57459
Q14839,CHD4,1108
Q13620,CUL4B,8450
Q9UNN5,FAF1,11124
Q5VST9,OBSCN,84033
Q8WZ42,TTN,7273
Q92794,KAT6A,7994
Q92785,DPF2,5977
P25686,DNAJB2,3300
P18433,PTPRA,5786
O15350,TP73,7161
Q13257,MAD2L1,4085
Q9Y6D9,MAD1L1,8379
Q14596,NBR1,4077
Q96F24,NRBF2,29982
Q9BUN8,DERL1,79139
Q4U2R8,SLC22A6,9356
Q15118,PDK1,5163
Q92918,MAP4K1,11184
Q04759,PRKCQ,5588
Q96JY0,MAEL,84944
Q9H0C8,ILKAP,80895
Q9HBG4,ATP6V0A4,50617
P23769,GATA2,2624
P20248,CCNA2,890
Q8N163,CCAR2,57805
Q96EB6,SIRT1,23411
O60500,NPHS1,4868
Q96F46,IL17RA,23765
O43734,TRAF3IP2,10758
Q96Q80,DERL3,91319
P02766,TTR,7276
P01009,SERPINA1,5265
P61011,SRP54,6729
Q13422,IKZF1,10320
Q9H334,FOXP1,27086
Q14164,IKBKE,9641
Q9BQ67,GRWD1,83743
Q99741,CDC6,990
Q9H211,CDT1,81620
P55327,TPD52,7163
P51114,FXR1,8087
P14598,NCF1,653361
Q13772,NCOA4,8031
Q86VP1,TAX1BP1,8887
P26927,MST1,4485
P19429,TNNI3,7137
P23945,FSHR,2492
O43597,SPRY2,10253
Q9UQC2,GAB2,9846
P18858,LIG1,3978
Q96KQ7,EHMT2,10919
Q9H9B1,EHMT1,79813
P24394,IL4R,3566
Q9Y4H2,IRS2,8660
Q02156,PRKCE,5581
Q96L91,EP400,57634
Q05195,MXD1,4084
Q9H0U3,MAGT1,84061
Q9UM63,PLAGL1,5325
Q9Y6I4,USP3,9960
P47224,RABIF,5877
P61026,RAB10,10890
O96019,ACTL6A,86
Q9H2F5,EPC1,80314
Q15906,VPS72,6944
Q9NQC3,RTN4,57142
P14866,HNRNPL,3191
O95477,ABCA1,19
P02647,APOA1,335
P61201,COPS2,9318
O75832,PSMD10,5716
P15172,MYOD1,4654
Q6TCH7,PAQR3,152559
Q15051,IQCB1,9657
Q9H992,MARCH7,64844
Q9UBL3,ASH2L,9070
Q96BI3,APH1A,51107
Q92542,NCSTN,23385
P41235,HNF4A,3172
Q8WUI4,HDAC7,51564
Q9UBX2,DUX4,100288687
P24001,IL32,9235
Q9UI95,MAD2L2,10459
Q8TBB1,LNX1,84708
Q8N448,LNX2,222484
Q9UJV3,MID2,11043
P33981,TTK,7272
Q6UWZ7,FAM175A,84142
Q15018,FAM175B,23172
P34896,SHMT1,6470
P34897,SHMT2,6472
P46736,BRCC3,79184
P68431,HIST1H3C,8352
P84243,H3F3A,3020
Q86T82,USP37,57695
Q9Y679,AUP1,550
P22607,FGFR3,2261
P05230,FGF1,2246
Q6NW40,RGMB,285704
P15516,HTN3,3347
Q13451,FKBP5,2289
Q70CQ1,USP49,25862
Q9Y618,NCOR2,9612
Q9NWX5,ASB6,140459
P04150,NR3C1,2908
Q99460,PSMD1,5707
Q16186,ADRM1,11047
P43686,PSMC4,5704
Q9Y5K5,UCHL5,51377
Q8TC59,PIWIL2,55124
Q99426,TBCB,1155
Q9H2C0,GAN,8139
Q3KNV8,PCGF3,10336
Q9UJ41,RABGEF1,27342
Q8N5J2,FAM63A,55793
Q8NBR6,FAM63B,54629
Q969R5,L3MBTL2,83746
P04198,MYCN,4613
Q99873,PRMT1,3276
Q14165,MLEC,9761
P04843,RPN1,6184
P04271,S100B,6285
Q13287,NMI,9111
O43399,TPD52L2,7165
P09038,FGF2,2247
Q15109,AGER,177
Q9UN36,NDRG2,57447
Q9UI14,RABAC1,10567
Q92597,NDRG1,10397
Q9UGV2,NDRG3,57446
Q9ULP0,NDRG4,65009
Q96GD4,AURKB,9212
Q02750,MAP2K1,5604
Q9UBC3,DNMT3B,1789
Q9Y6K1,DNMT3A,1788
P45973,CBX5,23468
P83916,CBX1,10951
Q13185,CBX3,11335
Q96L50,LRR1,122769
Q96IZ0,PAWR,5074
P19474,TRIM21,6737
Q8N441,FGFRL1,53834
O95271,TNKS,8658
Q9H2K2,TNKS2,80351
P61962,DCAF7,10238
O14508,SOCS2,8835
Q9UKT4,FBXO5,26271
Q9NQR1,SETD8,387893
O43524,FOXO3,2309
Q14155,ARHGEF7,8874
Q9NZJ0,DTL,51514
P50591,TNFSF10,8743
Q96IG2,FBXL20,84961
P49736,MCM2,4171
Q9NQB0,TCF7L2,6934
Q9Y3Y4,PYGO1,26108
Q96QV6,HIST1H2AA,221613
O15320,CTAGE5,4253
Q5JRA6,MIA3,375056
Q8N371,KDM8,79831
Q9NUW8,TDP1,55775
Q86UV5,USP48,84196
O15344,MID1,4281
Q71DI3,HIST2H3A,333932
Q53FA7,TP53I3,9540
P16220,CREB1,1385
Q86TM6,SYVN1,84447
Q9UBV2,SEL1L,6400
Q9UBU6,FAM8A1,51439
Q9H1Y0,ATG5,9474
Q9NP66,HMG20A,10363
O60341,KDM1A,23028
P27540,ARNT,405
P60709,ACTB,60
Q00610,CLTC,1213
P57105,SYNJ2BP,55333
Q53GA4,PHLDA2,7262
Q96S59,RANBP9,10048
P42574,CASP3,836
Q13363,CTBP1,1487
Q9H3R0,KDM4C,23081
Q8N2I9,STK40,83931
Q96RU8,TRIB1,10221
Q9H0F6,SHARPIN,81858
Q53G59,KLHL12,59349
O94979,SEC31A,22872
Q9UBV8,PEF1,553115
O75340,PDCD6,10016
Q9C0E8,KIAA1715,80856
Q6NZY4,ZCCHC8,55596
Q9ULV5,HSF4,3299
Q00613,HSF1,3297
P48552,NRIP1,8204
Q8N3C0,ASCC3,10973
Q9BZE9,ASPSCR1,79058
Q5T124,UBXN11,91544
P49754,VPS41,27072
Q8N3P4,VPS8,23355
O75531,BANF1,8815
O75081,CBFA2T3,863
Q9P0S2,COX16,51241
Q9Y584,TIMM22,29928
Q96AY2,EME1,146956
P25445,FAS,355
Q15643,TRIP11,9321
Q9P1Z2,CALCOCO1,57658
P16871,IL7R,3575
Q9NRC1,ST7,7982
Q9NPI5,NMRK2,27231
Q13148,TARDBP,23435
O94762,RECQL5,9400
Q9UBF8,PI4KB,5298
Q9UJY4,GGA2,23062
Q86Z14,KLB,152831
Q04206,RELA,5970
Q12788,TBL3,10607
P21333,FLNA,2316
Q86TI2,DPP9,91039
O00291,HIP1,3092
Q92598,HSPH1,10808
P41180,CASR,846
P85037,FOXK1,221937
P55316,FOXG1,2290
Q16534,HLF,3131
P51812,RPS6KA3,6197
P12956,XRCC6,2547
P78527,PRKDC,5591
Q9NXW9,ALKBH4,54784
Q9Y4C1,KDM3A,55818
P14416,DRD2,1813
P35462,DRD3,1814
Q13362,PPP2R5C,5527
Q02577,NHLH2,4808
Q14469,HES1,3280
Q8TAP4,LMO3,55885
P53041,PPP5C,5536
P06746,POLB,5423
Q12931,TRAP1,10131
O15205,UBD,10537
Q86UA1,PRPF39,55015
P22914,CRYGS,1427
O95619,YEATS4,8089
Q03167,TGFBR3,7049
P02686,MBP,4155
Q15717,ELAVL1,1994
P26599,PTBP1,5725
Q96BT3,CENPT,80152
P07199,CENPB,1059
Q9NSP4,CENPM,79019
Q71U36,TUBA1A,7846
Q9UI46,DNAI1,27019
Q9NQ36,SCUBE2,57758
Q86T13,CLEC14A,161198
Q9NZV6,MSRB1,51734
P05067,APP,351
P21980,TGM2,7052
Q7Z5Q1,CPEB2,132864
P13639,EEF2,1938
P25787,PSMA2,5683
P59044,NLRP6,171389
P53396,ACLY,47
Q8N2W9,PIAS4,51588
P30153,PPP2R1A,5518
Q96EF6,FBXO17,115290
P49716,CEBPD,1052
P35558,PCK1,5105
P22736,NR4A1,3164
Q8NG27,PJA1,64219
Q96HL8,SH3YL1,26751
P16035,TIMP2,7077
P56199,ITGA1,3672
Q96SL4,GPX7,2882
Q15843,NEDD8,4738
Q9UBW7,ZMYM2,7750
Q9UIS9,MBD1,4152
Q86UK7,ZNF598,90850
Q96CX2,KCTD12,115207
Q15121,PEA15,8682
Q9NY33,DPP3,10072
Q9BUR4,WRAP53,55135
Q9C035,TRIM5,85363
O75131,CPNE3,8895
O96018,APBA3,9546
Q9NWT6,HIF1AN,55662
O14656,TOR1A,1861
O75444,MAF,4094
Q9C0C9,UBE2O,63893
Q02878,RPL6,6128
P41250,GARS,2617
Q13564,NAE1,8883
Q70CQ3,USP30,84749
Q9C0D2,CEP295,85459
P09467,FBP1,2203
Q9BZF2,OSBPL7,114881
P09619,PDGFRB,5159
Q96EP1,CHFR,55743
P54198,HIRA,7290
Q9Y3I1,FBXO7,25793
A1YPR0,ZBTB7C,201501
Q14526,HIC1,3090
P04083,ANXA1,301
Q96BA8,CREB3L1,90993
Q9NPG3,UBN1,29855
Q8WXG1,RSAD2,91543
Q15306,IRF4,3662
Q15036,SNX17,9784
Q8IYU2,HACE1,57531
Q9NY99,SNTG2,54221
Q9UNZ2,NSFL1C,55968
Q6ZN18,AEBP2,121536
Q8IXJ9,ASXL1,171023
Q76L83,ASXL2,55252
Q96JN0,LCOR,84458
A6NHQ4,C17orf96,100170841
Q13112,CHAF1B,8208
Q14781,CBX2,84733
O00257,CBX4,8535
O95503,CBX6,23466
O95931,CBX7,23492
Q9HC52,CBX8,57332
Q9H410,DSN1,79980
O75461,E2F6,1876
Q92833,JARID2,3720
Q9Y468,L3MBTL1,26013
Q96JM7,L3MBTL3,84456
Q8NA19,L3MBTL4,91133
Q9Y483,MTF2,22823
Q9BSM1,PCGF1,84759
P35227,PCGF2,7703
Q9BQF6,SENP7,57337
Q9UHJ3,SFMBT1,51460
Q14186,TFDP1,7027
Q14669,TRIP12,9320
Q6AHZ1,ZNF518A,9849
Q5VZL5,ZMYM4,9202
Q13398,ZNF211,10520
Q96JM2,ZNF462,58499
Q86SE9,PCGF5,84333
Q9BYE7,PCGF6,84108
P78364,PHC1,1911
Q8IXK0,PHC2,1912
Q8NDX5,PHC3,80012
O43189,PHF1,5252
Q5T6S3,PHF19,26147
Q09028,RBBP4,5928
Q8N488,RYBP,23429
Q12778,FOXO1,2308
Q99798,ACO2,50
Q9BZZ5,API5,8539
P36894,BMPR1A,657
O14579,COPE,11316
Q13838,DDX39B,7919
Q9H6Z9,EGLN3,112399
Q8NEZ5,FBXO22,26263
Q5U5Q3,MEX3C,51320
P18089,ADRA2B,151
P08913,ADRA2A,150
P11387,TOP1,7150
Q9Y4X5,ARIH1,25820
Q14142,TRIM14,9830
O00743,PPP6C,5537
Q96S55,WRNIP1,56897
P78545,ELF3,1999
Q9H871,RMND5A,64795
Q8IUR7,ARMC8,25852
P35680,HNF1B,6928
P14923,JUP,3728
Q9P2J5,LARS,51520
Q93074,MED12,9968
Q9NWA0,MED9,55090
Q9Y6C9,MTCH2,23788
Q9Y4E5,ZNF451,26036
P28340,POLD1,5424
P53007,SLC25A1,6576
Q7L5Y9,MAEA,10296
P62256,UBE2H,7328
Q712K3,UBE2R2,54926
O60381,HBP1,26959
Q9H1R2,DUSP15,128853
Q9NXH3,PPP1R14D,54866
P47928,ID4,3400
Q13516,OLIG2,10215
Q8N4S7,PAQR4,124222
Q5T011,SZT2,23334
Q5JS54,PSMG4,389362
Q8ND83,SLAIN1,122060
Q8TEW8,PARD3B,117583
Q2TAC6,KIF19,124602
O95817,BAG3,9531
Q8IWZ4,TRIM48,79097
P10599,TXN,7295
O75908,SOAT2,8435
Q13888,GTF2H2,2966
P12830,CDH1,999
O75581,LRP6,4040
O75197,LRP5,4041
Q9NWU2,GID8,54994
P11021,HSPA5,3309
O00629,KPNA4,3840
Q96AC1,FERMT2,10979
Q16526,CRY1,1407
Q8WWF5,ZNRF4,148066
O43353,RIPK2,8767
Q92890,UFD1L,7353
P0CG47,UBB,7314
Q6ZMU5,TRIM72,493829
Q6PJ69,TRIM65,201292
Q5T447,HECTD3,79654
P08F94,PKHD1,5314
Q9UH17,APOBEC3B,9582
Q9HCI7,MSL2,55167
P43268,ETV4,2118
Q13043,STK4,6789
O75928,PIAS2,9063
Q6ZMZ0,RNF19B,127544
Q5M7Z0,RNFT1,51136
Q9H4M9,EHD1,10938
Q9NZN3,EHD3,30845
P52630,STAT2,6773
P48551,IFNAR2,3455
P36402,TCF7,6932
Q9UJ70,NAGK,55577
Q01726,MC1R,4157
P49407,ARRB1,408
P57059,SIK1,150094
Q9BRT9,GINS4,84296
P61086,UBE2K,3093
Q9NVW2,RLIM,51132
Q9H8T0,AKTIP,64400
Q9NXR7,BRE,9577
Q9NQL2,RRAGD,58528
Q7L523,RRAGA,10670
Q9HB90,RRAGC,64121
Q8WTW4,NPRL2,10641
P19419,ELK1,2002
Q6PH85,DCUN1D2,55208
Q8IWE4,DCUN1D3,123879
Q92564,DCUN1D4,23142
Q9BTE7,DCUN1D5,84259
P04629,NTRK1,4914
Q7Z4F1,LRP10,26020
Q96MG7,NDNL2,56160
P61289,PSME3,10197
Q8NI29,FBXO27,126433
Q9H2X6,HIPK2,28996
Q92997,DVL3,1857
P60604,UBE2G2,7327
A0MZ66,KIAA1598,57698
Q96LD8,SENP8,123228
Q8IUQ4,SIAH1,6477
Q96FA3,PELI1,57162
Q53EZ4,CEP55,55165
Q6K0P9,PYHIN1,149628
Q9H040,SPRTN,83932
Q6W2J9,BCOR,54880
Q96A44,SPSB4,92369
Q96BD6,SPSB1,80176
O43255,SIAH2,6478
Q96LT7,C9orf72,203228
Q9NPI8,FANCF,2188
Q8NB91,FANCB,2187
O94782,USP1,7398
Q9H7P9,PLEKHG2,64857
Q13642,FHL1,2273
O95365,ZBTB7A,51341
P78344,EIF4G2,1982
Q86WT6,TRIM69,140691
P56705,WNT4,54361
P56704,WNT3A,89780
P41221,WNT5A,7474
Q9H257,CARD9,64170
Q9NWW5,CLN6,54982
Q96T76,MMS19,64210
O76071,CIAO1,9391
Q9Y3D0,FAM96B,51647
P18074,ERCC2,2068
P62699,YPEL5,51646
P19484,TFEB,7942
Q6VN20,RANBP10,57610
Q8N5A5,ZGPAT,84619
O43395,PRPF3,9129
O43143,DHX15,1665
P15884,TCF4,6925
Q13426,XRCC4,7518
Q96AG3,SLC25A46,91137
Q93038,TNFRSF25,8718
Q96KS0,EGLN2,112398
Q9GZT9,EGLN1,54583
P41227,NAA10,8260
Q16881,TXNRD1,7296
O15027,SEC16A,9919
Q5VT06,CEP350,9857
P43220,GLP1R,2740
Q9Y6X1,SERP1,27230
Q8IY92,SLX4,84464
Q92889,ERCC4,2072
P07992,ERCC1,2067
Q63HN8,RNF213,57674
Q9Y4E8,USP15,9958
Q9NX58,LYAR,55646
Q14192,FHL2,2274
Q13643,FHL3,2275
Q96CJ1,EAF2,55840
Q9Y6J0,CABIN1,23523
P62491,RAB11A,8766
Q96QF0,RAB3IP,117177
Q6P2Q9,PRPF8,10594
Q15029,EFTUD2,9343
Q9Y312,AAR2,25980
Q9NWS0,PIH1D1,55011
Q9Y2Z0,SUGT1,10910
Q6P0N0,MIS18BP1,55320
O95251,KAT7,11143
Q9NYP9,MIS18A,54069
O43482,OIP5,11339
O94822,LTN1,26046
O95376,ARIH2,10425
P50876,RNF144A,9781
Q99755,PIP5K1A,8394
O14986,PIP5K1B,8395
Q92819,HAS2,3037
P16520,GNB3,2784
Q6PD62,CTR9,9646
Q9UKV8,AGO2,27161
Q6PKG0,LARP1,23367
O94972,TRIM37,4591
Q04864,REL,5966
Q8IV38,ANKMY2,57037
Q9ULU4,ZMYND8,23613
P30876,POLR2B,5431
P48730,CSNK1D,1453
Q9P275,USP36,57602
Q01201,RELB,5971
Q00653,NFKB2,4791
P49750,YLPM1,56252
Q7Z5L9,IRF2BP2,359948
P25942,CD40,958
Q92844,TANK,10010
P50542,PEX5,5830
Q15067,ACOX1,51
Q9BY49,PECR,55825
P43699,NKX2-1,7080
Q9BYV2,TRIM54,57159
Q8WZ73,RFFL,117584
P29317,EPHA2,1969
Q9NVP2,ASF1B,55723
Q9BQE4,VIMP,55829
Q9Y6D0,SELK,58515
P52294,KPNA1,3836
O00505,KPNA3,3839
O15131,KPNA5,3841
A9QM74,KPNA7,402569
Q14974,KPNB1,3837
Q9UBU8,MORF4L1,10933
Q99598,TSNAX,7257
Q15014,MORF4L2,9643
Q8N5D0,WDTC1,23038
P55265,ADAR,103
O15182,CETN3,1070
P17813,ENG,2022
Q13873,BMPR2,659
Q9Y2X9,ZNF281,23528
A5A3E0,POTEF,728378
Q12873,CHD3,1107
Q4G0J3,LARP7,51574
Q14241,TCEB3,6924
Q9UM82,SPATA2,9825
Q9NQC7,CYLD,1540
Q9HC29,NOD2,64127
P57075,UBASH3A,53347
Q5VYK3,KIAA0368,23392
P68363,TUBA1B,10376
O94905,ERLIN2,11160
P68036,UBE2L3,7332
P22314,UBA1,7317
P38646,HSPA9,3313
Q9Y605,MRFAP1,93621
Q9Y371,SH3GLB1,51100
Q15691,MAPRE1,22919
Q16401,PSMD5,5711
Q9Y333,LSM2,57819
Q9UPY8,MAPRE3,22924
P23297,S100A1,6271
Q9H5V7,IKZF5,64376
Q8WXW3,PIBF1,10464
A8K8P3,SFI1,9814
Q9Y3B2,EXOSC1,51013
O43805,SSNA1,8636
Q9Y5B8,NME7,29922
P25815,S100P,6286
Q9NQ48,LZTFL1,54585
P62324,BTG1,694
Q96CS2,HAUS1,115106
Q8NHQ1,CEP70,80321
Q5SW96,LDLRAP1,26119
Q13561,DCTN2,10540
P36404,ARL2,402
P14373,TRIM27,5987
Q9HBE1,PATZ1,23598
Q13492,PICALM,8301
Q08999,RBL2,5934
Q92734,TFG,10342
Q9BQE3,TUBA1C,84790
P0C1Z6,TFPT,29844
P63272,SUPT4H1,6827
P17661,DES,1674
O00267,SUPT5H,6829
Q13077,TRAF1,7185
P56589,PEX3,8504
Q9NR46,SH3GLB2,56904
Q08117,AES,166
Q16520,BATF,10538
P35219,CA8,767
Q9BPX1,HSD17B14,51171
Q92530,PSMF1,9491
O14641,DVL2,1856
P51911,CNN1,1264
Q8NA61,SPERT,220082
Q93062,RBPMS,11030
Q96HT8,MRFAP1L1,114932
P62310,LSM3,27258
Q9BWG6,SCNM1,79005
P56279,TCL1A,8115
Q96HA8,WDYHV1,55093
Q5JR59,MTUS2,23281
Q7Z3K3,POGZ,23126
Q08379,GOLGA2,2801
Q13895,BYSL,705
P56545,CTBP2,1488
Q99750,MDFI,4188
P32242,OTX1,5013
O43765,SGTA,6449
